brand,price,model,model_year,milage,fuel_type,transmission,engine,accident
Mercedes-Benz,"$15,999",CLA-Class CLA 250,2015,"76,753 mi.",Gasoline,A/T,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Mercedes-Benz,"$79,500",Metris Base,2019,"10,500 mi.",Gasoline,A/T,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
Mercedes-Benz,"$9,250",E-Class E 350 4MATIC,2011,"199,000 mi.",Gasoline,7-Speed A/T,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,None reported
Lexus,"$9,999",LS 460 L,2007,"127,980 mi.",Gasoline,8-Speed A/T,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,None reported
BMW,"$71,400",X6 xDrive40i,2023,"16,307 mi.",Hybrid,A/T,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,None reported
Audi,"$57,900",S5 3.0T Prestige,2021,"13,566 mi.",Gasoline,1-Speed Automatic,3.0L,None reported
Audi,"$52,598",Q7 Premium Plus,2022,"22,588 mi.",Hybrid,Automatic,3.0 Liter TFSI,None reported
Jaguar,"$22,500",XE 25t,2019,"41,452 mi.",Gasoline,Transmission w/Dual Shift Mode,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Genesis,"$32,990",G80 3.3T Sport,2019,"57,500 mi.",Gasoline,A/T,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,None reported
BMW,"$70,000",M2 Competition,2020,500 mi.,Gasoline,7-Speed A/T,405.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,None reported
Subaru,"$30,000",Impreza WRX Premium,2014,"55,000 mi.",Gasoline,5-Speed M/T,265.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,None reported
GMC,"$55,000",Sierra 2500 Base,2021,"8,210 mi.",Gasoline,A/T,401.0HP 6.6L 8 Cylinder Engine Gasoline Fuel,None reported
Lincoln,"$46,850",Nautilus Reserve,2021,"18,160 mi.",Gasoline,8-Speed Automatic,2.7L V6 24V GDI DOHC Twin Turbo,None reported
Jaguar,"$70,000",XF XFR-S,2013,"4,279 mi.",Gasoline,8-Speed A/T,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,
Mercedes-Benz,"$54,995",Sprinter Normal Roof,2013,"39,748 mi.",Diesel,A/T,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,At least 1 accident or damage reported
Toyota,"$12,490",Land Cruiser Base,1998,"160,000 mi.",Gasoline,4-Speed A/T,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Toyota,"$20,500",Tacoma PreRunner,2013,"65,000 mi.",Gasoline,A/T,159.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,None reported
BMW,"$25,000",Z4 sDrive28i,2016,"59,000 mi.",Gasoline,8-Speed A/T,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
BMW,"$47,000",530e Base,2022,"22,700 mi.",Plug-In Hybrid,A/T,288.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,None reported
Mercedes-Benz,"$20,900",GLA 250 Base 4MATIC,2018,"56,578 mi.",E85 Flex Fuel,7-Speed A/T,208.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,None reported
Hyundai,"$10,000",Genesis 4.6,2010,"153,332 mi.",Gasoline,Transmission w/Dual Shift Mode,378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Cadillac,"$17,999",ATS 3.6L Luxury,2013,"89,700 mi.",Gasoline,6-Speed A/T,321.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,None reported
Lincoln,"$5,230",Town Car Signature,2002,"118,600 mi.",Gasoline,A/T,220.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
GMC,"$52,000",Sierra 1500 SLT,2021,"23,400 mi.",Gasoline,A/T,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,None reported
Mercedes-Benz,"$29,000",Sprinter High Roof,2015,"110,000 mi.",Diesel,A/T,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,None reported
Jaguar,"$11,990",XJ Vanden Plas,2008,"87,888 mi.",Gasoline,6-Speed A/T,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,None reported
Lexus,"$26,999",RC 350 Base,2015,"73,800 mi.",Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,None reported
Audi,"$21,500",S3 2.0T Premium Plus,2015,"78,124 mi.",Gasoline,6-Speed A/T,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
Subaru,"$19,000",WRX Limited,2015,"91,000 mi.",Gasoline,6-Speed M/T,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Dodge,"$10,700",Ram 2500 SLT Quad Cab,2003,"114,000 mi.",Gasoline,5-Speed A/T,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Subaru,"$21,000",WRX Limited,2015,"76,000 mi.",Gasoline,6-Speed M/T,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
Audi,"$30,000",RS 4 4.2 quattro L,2008,"146,500 mi.",Gasoline,6-Speed M/T,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Porsche,"$53,999",911 Carrera,2007,"26,021 mi.",Gasoline,6-Speed M/T,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,None reported
Audi,"$17,200",A4 2.0T Premium Plus,2015,"73,000 mi.",E85 Flex Fuel,A/T,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,At least 1 accident or damage reported
Audi,"$8,700",A4 3.2 Premium Plus quattro,2009,"153,000 mi.",Gasoline,6-Speed A/T,265.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,None reported
Ford,"$30,000",Excursion Limited,2003,"67,550 mi.",Diesel,5-Speed A/T,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,None reported
Ford,"$8,500",Excursion Limited,2004,"170,000 mi.",Gasoline,A/T,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,None reported
Land,"$47,500",Rover Range Rover Sport 5.0L Supercharged Dynamic,2017,"53,000 mi.",Gasoline,Transmission w/Dual Shift Mode,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,None reported
Audi,"$48,500",Q8 3.0T Prestige,2019,"54,900 mi.",Hybrid,A/T,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,At least 1 accident or damage reported
BMW,"$24,000",X5 xDrive35i,2016,"89,000 mi.",Gasoline,8-Speed A/T,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,None reported
Ford,"$49,000",Bronco Base,2022,"6,200 mi.",Gasoline,7-Speed M/T,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,None reported
Ford,"$42,388",F-150 XLT,2021,"51,808 mi.",Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,None reported
Hyundai,"$12,500",Genesis Coupe 3.8 Track,2013,"89,000 mi.",Gasoline,6-Speed M/T,344.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Toyota,"$3,500",Camry LE,1999,"86,111 mi.",Gasoline,A/T,133.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Mercedes-Benz,"$39,853",E-Class E 400 4MATIC,2018,"45,203 mi.",Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,None reported
Audi,"$61,900",S5 3.0T Prestige,2022,"14,739 mi.",Gasoline,1-Speed Automatic,3.0L,None reported
Buick,"$17,550",Enclave Premium,2017,"139,105 mi.",Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,At least 1 accident or damage reported
Lamborghini,"$109,499",Gallardo LP560-4,2010,"45,014 mi.",Gasoline,6-Speed A/T,560.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,None reported
Ford,"$18,500",Mustang GT Premium,2011,"101,000 mi.",Gasoline,6-Speed M/T,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,None reported
GMC,"$30,000",Yukon XL SLT,2016,"93,000 mi.",Gasoline,A/T,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Ford,"$16,000",Mustang V6 Premium,2013,"62,500 mi.",Gasoline,6-Speed M/T,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,None reported
Lexus,"$29,000",IS-F Base,2008,"75,000 mi.",Gasoline,8-Speed A/T,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
BMW,"$28,000",435 i,2015,"34,455 mi.",Gasoline,8-Speed A/T,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,None reported
Land,"$15,500",Rover Range Rover Supercharged,2010,"130,000 mi.",Gasoline,A/T,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,None reported
Mercedes-Benz,"$16,500",CLA-Class CLA 250,2014,"76,170 mi.",Gasoline,Transmission w/Dual Shift Mode,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
GMC,"$9,500",Yukon SLT,2010,"194,500 mi.",E85 Flex Fuel,6-Speed A/T,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,At least 1 accident or damage reported
BMW,"$5,699",535 i,2008,"135,000 mi.",Gasoline,A/T,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,None reported
Dodge,"$26,999",Charger GT,2021,"33,000 mi.",Gasoline,Transmission w/Dual Shift Mode,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Hyundai,"$10,340",Genesis 3.8,2010,"98,700 mi.",Gasoline,Transmission w/Dual Shift Mode,290.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,None reported
Honda,"$35,500",Civic Type R Touring,2018,"72,900 mi.",Gasoline,6-Speed M/T,306.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Dodge,"$20,000",Durango R/T,2016,"135,000 mi.",Gasoline,A/T,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,None reported
Chevrolet,"$60,000",Silverado 1500 Limited High Country,2022,"2,550 mi.",Gasoline,10-Speed A/T,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,None reported
Jeep,"$35,470",Grand Cherokee Altitude,2020,"35,289 mi.",Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,
RAM,"$46,599",1500 Laramie,2022,"14,636 mi.",Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,None reported
Chrysler,"$13,046",Crossfire Limited,2005,"24,847 mi.",Gasoline,5-Speed Automatic,3.2L V6 18V MPFI SOHC,None reported
Nissan,"$25,884",Rogue SL,2019,"29,558 mi.",Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,None reported
Audi,"$59,900",A6 55 Premium Plus,2023,"6,581 mi.",Gasoline,"Automatic, 7-Spd S tronic Dual-Clutch","3L V-6 gasoline direct injection, DOHC, variable valve control,",None reported
Mercedes-Benz,"$83,999",AMG GT 53 Base,2020,"22,000 mi.",Hybrid,9-Speed A/T,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,None reported
Acura,"$15,750",ILX Technology Plus Package,2017,"68,200 mi.",Gasoline,Transmission w/Dual Shift Mode,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Land,"$175,000",Rover Range Rover P530 SE SWB,2023,"2,800 mi.",Gasoline,8-Speed A/T,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,None reported
Ford,"$48,295",Expedition Platinum,2019,"51,300 mi.",Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,None reported
BMW,"$18,500",M3 Base,2008,"133,500 mi.",Gasoline,6-Speed M/T,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,None reported
INFINITI,"$19,900",M37 x,2012,"49,000 mi.",Gasoline,7-Speed A/T,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,None reported
BMW,"$8,000",650 i,2008,"125,470 mi.",Gasoline,A/T,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,None reported
Mazda,"$8,500",RX-8 Grand Touring,2008,"81,219 mi.",Gasoline,6-Speed M/T,232.0HP 1.3L Rotary engine Gasoline Fuel,None reported
Porsche,"$12,250",Boxster Base,1999,"72,000 mi.",Gasoline,5-Speed M/T,201.0HP 2.5L Flat 6 Cylinder Engine Gasoline Fuel,None reported
Acura,"$25,000",ILX Premium & A-SPEC Packages,2019,"19,500 mi.",Gasoline,8-Speed A/T,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,None reported
Porsche,"$105,000",911 Carrera S,2017,"20,561 mi.",Gasoline,7-Speed M/T,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,None reported
Lexus,"$62,900",LX 570 Base,2016,"33,655 mi.",Gasoline,8-Speed A/T,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,None reported
Toyota,"$23,500",Highlander Limited Platinum,2015,"135,140 mi.",Gasoline,A/T,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,None reported
Maserati,"$17,999",Ghibli Base,2015,"73,000 mi.",Gasoline,8-Speed A/T,345.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,None reported
Land,"$58,000",Rover Range Rover 3.0L Supercharged HSE,2017,"55,000 mi.",Gasoline,A/T,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Chevrolet,"$10,000",Cruze LTZ,2013,"87,000 mi.",Gasoline,A/T,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
BMW,"$4,000",325 xi,2006,"137,825 mi.",Gasoline,6-Speed A/T,215.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,None reported
Acura,"$5,000",MDX Technology,2008,"184,421 mi.",Gasoline,A/T,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,None reported
Lincoln,"$14,900",MKC Base,2015,"95,000 mi.",Gasoline,6-Speed A/T,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Kia,"$27,875",Sportage Nightfall,2022,"26,468 mi.",Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,At least 1 accident or damage reported
Bentley,"$34,995",Arnage R,2003,"55,050 mi.",Gasoline,4-Speed A/T,400.0HP 6.75L 8 Cylinder Engine Gasoline Fuel,None reported
Kia,"$23,800",Sorento LX,2021,"54,200 mi.",Gasoline,A/T,191.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,None reported
Lexus,"$15,000",SC 430 Base,2002,"109,762 mi.",Gasoline,5-Speed A/T,300.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,None reported
Land,"$14,500",Rover Range Rover Evoque Base,2012,"92,080 mi.",Gasoline,6-Speed A/T,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
Acura,"$53,000",TLX Type S w/Performance Tire,2023,"1,798 mi.",Gasoline,10-Speed A/T,355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,None reported
GMC,"$14,500",Sierra 1500 SLE Crew Cab,2006,"167,500 mi.",Gasoline,A/T,295.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,None reported
GMC,"$84,000",Sierra 1500 Denali Ultimate,2023,"2,500 mi.",Gasoline,10-Speed A/T,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,None reported
Mercedes-Benz,"$24,000",E-Class E 400,2016,"77,000 mi.",Gasoline,7-Speed A/T,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
MINI,"$24,000",Hardtop Cooper,2019,"19,850 mi.",Gasoline,6-Speed A/T,134.0HP 1.5L 3 Cylinder Engine Gasoline Fuel,None reported
Ford,"$57,000",Bronco Outer Banks Advanced,2023,"3,400 mi.",Gasoline,10-Speed A/T,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,None reported
Ford,"$56,900",Bronco,2021,"3,596 mi.",Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,None reported
Ford,"$28,900",F-350 Lariat Super Duty Crew Cab,2009,"130,200 mi.",Diesel,5-Speed A/T,350.0HP 6.4L 8 Cylinder Engine Diesel Fuel,None reported
Land,"$24,998",Rover Discovery Sport SE,2017,"48,200 mi.",Gasoline,9-Speed A/T,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
GMC,"$22,000",Yukon XL SLT,2016,"183,544 mi.",Gasoline,6-Speed A/T,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Ford,"$39,000",Focus RS Base,2016,"14,900 mi.",Gasoline,6-Speed M/T,350.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,None reported
Ford,"$65,994",Bronco Badlands Advanced,2022,"4,200 mi.",Gasoline,10-Speed A/T,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,None reported
Hyundai,"$19,000",Genesis 5,2012,"15,698 mi.",Gasoline,Transmission w/Dual Shift Mode,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,None reported
Jeep,"$65,500",Wrangler Unlimited Rubicon,2022,"1,750 mi.",Gasoline,8-Speed A/T,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,None reported
BMW,"$46,000",X4 xDrive30i,2022,"34,800 mi.",Gasoline,A/T,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
Jaguar,"$46,998",F-PACE S,2020,"35,580 mi.",Gasoline,Automatic,3.0 Liter,None reported
Acura,"$14,990",RSX Type S,2006,"71,400 mi.",Gasoline,6-Speed M/T,201.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,
Mazda,"$22,000",MX-5 Miata Base,2003,"9,260 mi.",Gasoline,5-Speed M/T,142.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,None reported
GMC,"$67,800",Yukon XL SLT,2023,"28,500 mi.",Gasoline,A/T,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,None reported
Mercedes-Benz,"$8,900",E-Class E 350 4MATIC,2008,"91,900 mi.",Gasoline,5-Speed A/T,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,None reported
INFINITI,"$7,500",G35 Base,2004,"130,000 mi.",Gasoline,5-Speed A/T,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,None reported
Cadillac,"$21,995",XTS Premium,2013,"56,860 mi.",Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,At least 1 accident or damage reported
MINI,"$20,784",Hardtop Cooper S,2017,"44,300 mi.",Gasoline,6-Speed M/T,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
BMW,"$20,000",X5 xDrive35i,2014,"120,000 mi.",Gasoline,Transmission w/Dual Shift Mode,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,
Mercedes-Benz,"$31,450",SL-Class SL 550,2013,"72,500 mi.",Gasoline,7-Speed A/T,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,None reported
RAM,"$24,200",1500 Tradesman/Express,2017,"72,000 mi.",Gasoline,8-Speed A/T,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
BMW,"$11,000",135 i,2011,"132,000 mi.",Gasoline,7-Speed A/T,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,None reported
Rolls-Royce,"$599,000",Phantom,2018,"7,585 mi.",Gasoline,8-Speed Automatic,6.8L V12 48V GDI DOHC Twin Turbo,None reported
Hyundai,"$42,000",IONIQ 5 SE,2022,"18,500 mi.",,A/T,320.0HP Electric Motor Electric Fuel System,None reported
Lexus,"$15,999",LS 430 Base,2002,"42,000 mi.",Gasoline,A/T,290.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Jaguar,"$56,998",F-PACE S,2023,"4,624 mi.",Gasoline,Automatic,2.0 Liter,None reported
BMW,"$19,500",M5 Base,2006,"106,000 mi.",Gasoline,Transmission w/Dual Shift Mode,500.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,None reported
Hyundai,"$27,450",Santa Fe SE,2022,"13,610 mi.",Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,None reported
Lamborghini,"$209,900",Urus Base,2019,"16,876 mi.",Gasoline,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,None reported
Ford,"$77,430",Expedition Timberline,2023,"8,911 mi.",Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,At least 1 accident or damage reported
Chevrolet,"$43,666",Silverado 1500 LT Trail Boss,2021,"48,641 mi.",Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,None reported
GMC,"$70,250",Sierra 1500 SLT,2021,"11,250 mi.",Gasoline,A/T,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,None reported
Ford,"$9,000",Mustang Premium,2007,"126,000 mi.",Gasoline,A/T,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,None reported
BMW,"$21,000",M5 Base,2008,"77,750 mi.",Gasoline,7-Speed A/T,500.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,None reported
Toyota,"$35,000",Tacoma SR,2020,"27,363 mi.",Gasoline,6-Speed A/T,278.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,None reported
Porsche,"$80,140",Cayenne Base,2019,"30,951 mi.",Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,None reported
Ford,"$89,000",F-150 Lightning XLT,2023,208 mi.,,A/T,563.0HP Electric Motor Electric Fuel System,None reported
Dodge,"$32,999",Durango GT,2021,"20,386 mi.",Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,None reported
BMW,"$24,995",330e iPerformance,2018,"45,253 mi.",Plug-In Hybrid,Transmission w/Dual Shift Mode,247.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,None reported
GMC,"$18,400",Terrain Denali,2016,"144,000 mi.",Gasoline,6-Speed A/T,301.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,None reported
Ford,"$20,500",Excursion Limited,2004,"76,163 mi.",Diesel,5-Speed A/T,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,None reported
Hyundai,"$20,150",Genesis 3.8,2015,"61,300 mi.",Gasoline,8-Speed A/T,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,
Mitsubishi,"$8,750",Mirage ES,2017,"35,698 mi.",Gasoline,A/T,78.0HP 1.2L 3 Cylinder Engine Gasoline Fuel,None reported
Mercedes-Benz,"$22,500",E-Class E 350 4MATIC,2010,"27,000 mi.",Gasoline,7-Speed A/T,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,None reported
Mazda,"$11,500",Mazda3 i Sport,2015,"162,000 mi.",Gasoline,Transmission w/Dual Shift Mode,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
BMW,"$28,500",M3 Base,2008,"77,800 mi.",Gasoline,M/T,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,None reported
Mercedes-Benz,"$19,250",E-Class E 350,2014,"55,000 mi.",Gasoline,A/T,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,None reported
Ford,"$65,999",Bronco Outer Banks Advanced,2022,"12,000 mi.",Gasoline,10-Speed A/T,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Tesla,"$42,250",Model X 75D,2017,"70,579 mi.",,A/T,518.0HP Electric Motor Electric Fuel System,None reported
Jeep,"$17,500",Wrangler Unlimited Sport,2010,"107,000 mi.",Gasoline,A/T,205.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Honda,"$38,998",Pilot Elite,2021,"42,653 mi.",Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,None reported
Acura,"$10,000",TL 3.2,2008,"193,783 mi.",Gasoline,A/T,258.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Lexus,"$18,000",IS 350 Base,2014,"123,000 mi.",Gasoline,6-Speed A/T,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Chevrolet,"$7,000",Equinox LT,2011,"130,000 mi.",Gasoline,6-Speed A/T,264.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Mitsubishi,"$3,000",Lancer DE,2009,"143,346 mi.",Gasoline,5-Speed M/T,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Land,"$11,995",Rover LR2 Base,2015,"112,465 mi.",Gasoline,6-Speed A/T,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
Nissan,"$28,196",Leaf SV PLUS,2023,"5,121 mi.",,1-Speed Automatic,Electric,None reported
Audi,"$11,000",A5 2.0T Premium,2012,"137,273 mi.",Gasoline,A/T,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
Rivian,"$92,500",R1S Launch Edition,2023,299 mi.,,1-Speed A/T,835.0HP Electric Motor Electric Fuel System,None reported
Lexus,"$35,700",RX 450h Base,2018,"70,780 mi.",Hybrid,CVT Transmission,308.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,None reported
Chevrolet,"$37,900",Tahoe LT,2018,"55,000 mi.",Gasoline,6-Speed A/T,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,None reported
Mercedes-Benz,"$84,500",G-Class G 550 4MATIC,2017,"23,151 mi.",Gasoline,7-Speed A/T,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,None reported
Cadillac,"$8,500",XTS Luxury,2013,"152,000 mi.",Gasoline,A/T,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
INFINITI,"$36,999",Q50 3.0t Red Sport 400,2020,"23,344 mi.",Gasoline,7-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,None reported
Subaru,"$19,500",Outback 3.6R Limited,2016,"87,092 mi.",Gasoline,A/T,256.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Toyota,"$5,500",Avalon XLS,2004,"90,625 mi.",Gasoline,A/T,210.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,None reported
Chevrolet,"$36,000",Traverse RS,2021,"44,373 mi.",Gasoline,9-Speed A/T,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,None reported
BMW,"$37,000",330 i,2021,"26,000 mi.",Gasoline,Transmission w/Dual Shift Mode,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
